level_0,index,Time_start,Time_end,Label_old,Label_X_old,Time_diff,Labels,changed_ids
0,0,0.0,1.3730000000000002,s,,1.3730000000000002,s,0
1,1,1.3730000000000002,1.452,p,s,0.07899999999999996,p,0
2,2,1.452,2.316,s,p,0.8639999999999999,s,0
3,3,2.316,2.373,p,s,0.05700000000000039,p,0
4,4,2.373,2.8789999999999996,s,p,0.5059999999999998,s,0
5,5,2.8789999999999996,3.116,p,s,0.2370000000000001,p,0
6,6,3.116,3.484,s,p,0.3679999999999999,s,0
7,7,3.484,3.5439999999999996,p,s,0.06000000000000005,p,0
8,8,3.5439999999999996,5.726,s,p,2.182,s,0
9,9,5.726,5.779,p,s,0.052999999999999936,p,0
10,10,5.779,6.78,s,p,1.0010000000000003,s,0
11,11,6.78,6.867999999999999,p,s,0.08800000000000008,p,0
12,12,6.867999999999999,7.042000000000001,s,p,0.1739999999999995,p,1
13,13,7.042000000000001,7.47,p,s,0.428,p,0
14,14,7.47,9.195,s,p,1.7250000000000003,s,0
15,15,9.195,9.575,p,s,0.37999999999999895,p,0
16,16,9.575,10.932,s,p,1.3570000000000009,s,0
17,17,10.932,11.293,p,s,0.3609999999999989,p,0
18,18,11.293,11.545,s,p,0.2520000000000007,s,0
19,19,11.545,11.619000000000002,p,s,0.07399999999999984,p,0
20,20,11.619000000000002,14.125,s,p,2.506,s,0
21,21,14.125,14.195,p,s,0.07000000000000027,p,0
22,22,14.195,14.302,s,p,0.10699999999999933,s,0
23,23,14.302,14.364,p,s,0.062000000000001165,p,0
24,24,14.364,14.832,s,p,0.468,s,0
25,25,14.832,14.912,p,s,0.0799999999999983,p,0
26,26,14.912,15.261,s,p,0.3490000000000002,s,0
27,27,15.261,15.644,p,s,0.3830000000000009,p,0
28,28,15.644,15.997,s,p,0.35299999999999976,s,0
29,29,15.997,16.049,p,s,0.0519999999999996,p,0
30,30,16.049,16.82,s,p,0.7710000000000008,s,0
31,31,16.82,16.98,p,s,0.16000000000000014,p,0
32,32,16.98,17.104,s,p,0.12399999999999878,p,1
33,33,17.104,17.254,p,s,0.15000000000000213,p,0
34,34,17.254,17.834,s,p,0.5799999999999983,s,0
35,35,17.834,18.252,p,s,0.4179999999999993,p,0
36,36,18.252,18.762,s,p,0.5100000000000016,s,0
37,37,18.762,19.476,p,s,0.7139999999999986,p,0
40,40,19.476,20.104,s,p,0.6280000000000001,s,0
41,41,20.104,20.204,p,s,0.10000000000000142,p,0
42,42,20.204,20.521,s,p,0.31700000000000017,s,0
43,43,20.521,20.702,p,s,0.18099999999999736,p,0
46,46,20.702,20.815,s,p,0.1130000000000031,p,1
47,47,20.815,20.921999999999997,p,s,0.10699999999999933,p,0
48,48,20.921999999999997,23.092,s,p,2.1699999999999977,s,0
49,49,23.092,23.419,p,s,0.3270000000000017,p,0
52,52,23.419,25.179000000000002,s,p,1.759999999999998,s,0
53,53,25.179000000000002,25.293000000000003,p,s,0.11400000000000075,p,0
54,54,25.293000000000003,27.585,s,p,2.2920000000000016,s,0
55,55,27.585,27.905,p,s,0.3200000000000003,p,0
58,58,27.905,29.169,s,p,1.2639999999999991,s,0
59,59,29.169,29.595,p,s,0.4259999999999984,p,0
62,62,29.595,30.807,s,p,1.2119999999999995,s,0
63,63,30.807,30.948,p,s,0.1410000000000018,p,0
64,64,30.948,32.185,s,p,1.237000000000002,s,0
65,65,32.185,32.444,p,s,0.25900000000000034,p,0
66,66,32.444,33.649,s,p,1.2049999999999983,s,0
67,67,33.649,33.89,p,s,0.2409999999999997,p,0
70,70,33.89,34.378,s,p,0.4879999999999996,s,0
71,71,34.378,34.438,p,s,0.060000000000002274,p,0
72,72,34.438,35.179,s,p,0.7409999999999997,s,0
73,73,35.179,35.244,p,s,0.06499999999999773,p,0
74,74,35.244,35.686,s,p,0.44200000000000017,s,0
75,75,35.686,36.145,p,s,0.4590000000000032,p,0
78,78,36.145,38.89,s,p,2.744999999999997,s,0
79,79,38.89,39.189,p,s,0.2989999999999995,p,0
80,80,39.189,40.099000000000004,s,p,0.9099999999999966,s,0
81,81,40.099000000000004,40.659,p,s,0.5600000000000023,p,0
84,84,40.659,41.357,s,p,0.6980000000000004,s,0
85,85,41.357,41.93600000000001,p,s,0.5790000000000006,p,0
90,90,41.93600000000001,45.193999999999996,s,p,3.2580000000000027,s,0
91,91,45.193999999999996,45.26,p,s,0.0659999999999954,p,0
92,92,45.26,46.769,s,p,1.5090000000000003,s,0
93,93,46.769,47.071999999999996,p,s,0.3030000000000044,p,0
96,96,47.071999999999996,47.412,s,p,0.3399999999999963,s,0
97,97,47.412,47.494,p,s,0.08200000000000074,p,0
98,98,47.494,48.841,s,p,1.3470000000000013,s,0
99,99,48.841,48.94,p,s,0.09899999999999663,p,0
100,100,48.94,50.556984126984126,s,p,1.6169841269841283,s,0
